corpusId,year,title,journal,doi,pmid,source
BK0001,2026,Amino acid and viral binding by the high-affinity Cationic Amino acid Transporter 1 (CAT1) from Mus musculus.,Nature communications,10.1038/s41467-026-69421-0,41698924,MED
BK0002,2026,Analytical challenges for mapping non-canonical and non-protein ubiquitin/Ubl modifications by mass spectrometry.,Expert review of proteomics,10.1080/14789450.2026.2624128,41601186,MED
BK0003,2026,Multidimensional proteomics and explainable AI feature selection identify cross-platform lung cancer molecular signature in blood plasma.,Communications medicine,10.1038/s43856-026-01701-8,42249069,MED
BK0004,2026,Pervasive phenotypic effects of FBXO42 are promoted by regulation of PP4 phosphatase.,The EMBO journal,10.1038/s44318-025-00675-y,41484364,MED
BK0005,2026,Spatial protein expression patterns across pathologically-associated fibers revealed molecular specialization in inclusion body myositis.,Cell communication and signaling : CCS,10.1186/s12964-026-02720-7,41723523,MED
BK0006,2026,Towards light-coupled sample preparation for time-resolved cryoEM studies.,IUCrJ,10.1107/s2052252526005324,42366972,MED
BK0007,2026,Ubiquitin E3 ligase KLHL6 brings exhausted T-cells back into action.,Immunity & inflammation,10.1007/s44466-026-00032-6,41797878,MED
BK0008,2026,Urine Recirculation During Normothermic Kidney Preservation Improves Energy Balance Involving the Urea and Citric Acid Cycles.,Transplantation direct,10.1097/txd.0000000000001947,42110833,MED
BK0009,2026,USP24 is a cross-reactive DUB targeting MOV10 to regulate IFN-I production.,Nature communications,10.1038/s41467-026-74490-2,42321163,MED
BK0010,2025,A cytoplasmic motif in HLA-E that drives clathrin-mediated endocytosis and VCP-associated postendocytic trafficking.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2514956122,41134633,MED
BK0011,2025,A systems-based approach to uterine fibroids identifies differential splicing associated with abnormal uterine bleeding.,Communications medicine,10.1038/s43856-025-01051-x,40739398,MED
BK0012,2025,Activity-based protein profiling reveals both canonical and novel ubiquitin pathway enzymes in Plasmodium.,PLoS pathogens,10.1371/journal.ppat.1013032,40249735,MED
BK0013,2025,Driving Therapeutic Innovation in Neurodegenerative Disease With Hydrogen Deuterium eXchange Mass Spectrometry.,Molecular & cellular proteomics : MCP,10.1016/j.mcpro.2025.101017,40544994,MED
BK0014,2025,Effect of a Laparoscopic Donor Nephrectomy in Healthy Living Kidney Donors on the Acute Phase Response Using Either Propofol or Sevoflurane Anesthesia.,International journal of molecular sciences,10.3390/ijms26115196,40508008,MED
BK0015,2025,Long-persisting SARS-CoV-2 spike-specific CD4<sup>+</sup> T cells associated with mild disease and increased cytotoxicity post COVID-19.,Nature communications,10.1038/s41467-025-63711-9,41034205,MED
BK0016,2025,Nuclear Protein Aggregates Disrupt RNA Processing and Alter Biomechanics in a Muscle Cell Model of OPMD.,Aging and disease,10.14336/ad.2025.0699,40901980,MED
BK0017,2025,SLC45A4 is a pain gene encoding a neuronal polyamine transporter.,Nature,10.1038/s41586-025-09326-y,40836097,MED
BK0018,2025,Structural Dynamics of the Ubiquitin Specific Protease USP30 in Complex with a Cyanopyrrolidine-Containing Covalent Inhibitor.,Journal of proteome research,10.1021/acs.jproteome.4c00618,39804742,MED
BK0019,2025,Targeting G1-S-checkpoint-compromised cancers with cyclin A/B RxL inhibitors.,Nature,10.1038/s41586-025-09433-w,40836083,MED
BK0020,2025,TDP-43 pathology is associated with divergent protein profiles in ALS brain and spinal cord.,Acta neuropathologica communications,10.1186/s40478-025-02084-y,40826370,MED
BK0021,2025,The Developmental Environment Mediates Adult Seminal Proteome Allocation in Male Drosophila melanogaster.,Molecular ecology,10.1111/mec.70101,40948308,MED
BK0022,2025,Transport and inhibition of the sphingosine-1-phosphate exporter SPNS2.,Nature communications,10.1038/s41467-025-55942-7,39820269,MED
BK0023,2024,"Association of Indoleamine 2,3-Dioxygenase (IDO) Activity with Outcome after Cardiac Surgery in Adult Patients.",Metabolites,10.3390/metabo14060334,38921469,MED
BK0024,2024,BLM and BRCA1-BARD1 coordinate complementary mechanisms of joint DNA molecule resolution.,Molecular cell,10.1016/j.molcel.2023.12.040,38266639,MED
BK0025,2024,Covalent Fragment Screening and Optimization Identifies the Chloroacetohydrazide Scaffold as Inhibitors for Ubiquitin C-terminal Hydrolase L1.,Journal of medicinal chemistry,10.1021/acs.jmedchem.3c01661,38488146,MED
BK0026,2024,Cyclin F-EXO1 axis controls cell cycle-dependent execution of double-strand break repair.,Science advances,10.1126/sciadv.ado0636,39121215,MED
BK0027,2024,Data-independent acquisition proteomics of cerebrospinal fluid implicates endoplasmic reticulum and inflammatory mechanisms in amyotrophic lateral sclerosis.,Journal of neurochemistry,10.1111/jnc.16030,38087504,MED
BK0028,2024,Deubiquitinases in muscle physiology and disorders.,Biochemical Society transactions,10.1042/bst20230562,38716888,MED
BK0029,2024,Oncogenic mutations of KRAS modulate its turnover by the CUL3/LZTR1 E3 ligase complex.,Life science alliance,10.26508/lsa.202302245,38453365,MED
BK0030,2024,Protocol to profile spatially resolved NLRP3 inflammasome complexes using APEX2-based proximity labeling.,STAR protocols,10.1016/j.xpro.2024.103417,39460941,MED
BK0031,2024,Quantitative proteomics reveals CLR interactome in primary human cells.,The Journal of biological chemistry,10.1016/j.jbc.2024.107399,38777147,MED
BK0032,2024,Targeted delivery of galunisertib using machine perfusion reduces fibrogenesis in an integrated ex vivo renal transplant and fibrogenesis model.,British journal of pharmacology,10.1111/bph.16220,37596999,MED
BK0033,2024,Ubiquitylation of nucleic acids by DELTEX ubiquitin E3 ligase DTX3L.,EMBO reports,10.1038/s44319-024-00235-1,39242775,MED
BK0034,2024,Unconventional human CD61 pairing with CD103 promotes TCR signaling and antigen-specific T cell cytotoxicity.,Nature immunology,10.1038/s41590-024-01802-3,38561495,MED
BK0035,2023,Activity-Based Protein Profiling (ABPP) for Cellular Deubiquitinase (DUB) and Inhibitor Profiling at Deep and High-Throughput Levels.,"Methods in molecular biology (Clifton, N.J.)",10.1007/978-1-0716-2803-4_7,36350545,MED
BK0036,2023,Biallelic FBXW7 knockout induces AKAP8-mediated DNA damage in neighbouring wildtype cells.,Cell death discovery,10.1038/s41420-023-01494-y,37386001,MED
BK0037,2023,DEcancer: Machine learning framework tailored to liquid biopsy based cancer detection and biomarker signature selection.,iScience,10.1016/j.isci.2023.106610,37168566,MED
BK0038,2023,Deep Proteomics Network and Machine Learning Analysis of Human Cerebrospinal Fluid in Japanese Encephalitis Virus Infection.,Journal of proteome research,10.1021/acs.jproteome.2c00563,37219084,MED
BK0039,2023,Deep topographic proteomics of a human brain tumour.,Nature communications,10.1038/s41467-023-43520-8,38001067,MED
BK0040,2023,SARS-CoV-2 mutations affect antigen processing by the proteasome to alter CD8<sup>+</sup> T cell responses.,Heliyon,10.1016/j.heliyon.2023.e20076,37842619,MED
BK0041,2023,Structural basis for SMAC-mediated antagonism of caspase inhibition by the giant ubiquitin ligase BIRC6.,"Science (New York, N.Y.)",10.1126/science.ade8840,36758106,MED
BK0042,2023,Structural Premise of Selective Deubiquitinase USP30 Inhibition by Small-Molecule Benzosulfonamides.,Molecular & cellular proteomics : MCP,10.1016/j.mcpro.2023.100609,37385347,MED
BK0043,2023,Targeted Mass Spectrometry Reveals Interferon-Dependent Eicosanoid and Fatty Acid Alterations in Chronic Myeloid Leukaemia.,International journal of molecular sciences,10.3390/ijms242115513,37958498,MED
BK0044,2023,USP16 is an ISG15 cross-reactive deubiquitinase that targets pro-ISG15 and ISGylated proteins involved in metabolism.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2315163120,38055744,MED
BK0045,2023,USP18 is an essential regulator of muscle cell differentiation and maturation.,Cell death & disease,10.1038/s41419-023-05725-z,37002195,MED
BK0046,2022,ABPP-HT*-Deep Meets Fast for Activity-Based Profiling of Deubiquitylating Enzymes Using Advanced DIA Mass Spectrometry Methods.,International journal of molecular sciences,10.3390/ijms23063263,35328685,MED
BK0047,2022,Cytoskeletal protein degradation in brain death donor kidneys associates with adverse posttransplant outcomes.,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,10.1111/ajt.16912,34878723,MED
BK0048,2022,Disease-associated KBTBD4 mutations in medulloblastoma elicit neomorphic ubiquitylation activity to promote CoREST degradation.,Cell death and differentiation,10.1038/s41418-022-00983-4,35379950,MED
BK0049,2022,Doxycycline Alters the Porcine Renal Proteome and Degradome during Hypothermic Machine Perfusion.,Current issues in molecular biology,10.3390/cimb44020039,35723325,MED
BK0050,2022,Hermansky-Pudlak syndrome type 1 causes impaired anti-microbial immunity and inflammation due to dysregulated immunometabolism.,Mucosal immunology,10.1038/s41385-022-00572-1,36302964,MED
BK0051,2022,Integrated Plasma and Tissue Proteomics Reveals Attractin Release by Intraluminal Thrombus of Abdominal Aortic Aneurysms and Improves Aneurysm Growth Prediction in Humans.,Annals of surgery,10.1097/sla.0000000000004439,33065636,MED
BK0052,2022,Integrative omics reveals subtle molecular perturbations following ischemic conditioning in a porcine kidney transplant model.,Clinical proteomics,10.1186/s12014-022-09343-3,35164671,MED
BK0053,2022,Nilabh Shastri - Towards understanding classical and non-classical MHC-I antigen processing and presentation.,Cellular immunology,10.1016/j.cellimm.2022.104638,36371991,MED
BK0054,2022,Targeting the Ubiquitylation and ISGylation Machinery for the Treatment of COVID-19.,Biomolecules,10.3390/biom12020300,35204803,MED
BK0055,2022,The Mechano-Ubiquitinome of Articular Cartilage: Differential Ubiquitination and Activation of a Group of ER-Associated DUBs and ER Stress Regulators.,Molecular & cellular proteomics : MCP,10.1016/j.mcpro.2022.100419,36182100,MED
BK0056,2021,ABPP-HT - High-Throughput Activity-Based Profiling of Deubiquitylating Enzyme Inhibitors in a Cellular Context.,Frontiers in chemistry,10.3389/fchem.2021.640105,33718328,MED
BK0057,2021,Advancing mechanistic understanding and biomarker development in amyotrophic lateral sclerosis.,Expert review of proteomics,10.1080/14789450.2021.2004890,34758687,MED
BK0058,2021,Altered ISGylation drives aberrant macrophage-dependent immune responses during SARS-CoV-2 infection.,Nature immunology,10.1038/s41590-021-01035-8,34663977,MED
BK0059,2021,Chromatin accessibility governs the differential response of cancer and T cells to arginine starvation.,Cell reports,10.1016/j.celrep.2021.109101,33979616,MED
BK0060,2021,Conformational plasticity of the ULK3 kinase domain.,The Biochemical journal,10.1042/bcj20210257,34190988,MED
BK0061,2021,Defactinib inhibits PYK2 phosphorylation of IRF5 and reduces intestinal inflammation.,Nature communications,10.1038/s41467-021-27038-5,34795257,MED
BK0062,2021,Deletion of the deISGylating enzyme USP18 enhances tumour cell antigenicity and radiosensitivity.,British journal of cancer,10.1038/s41416-020-01167-y,33214684,MED
BK0063,2021,Detection and quantification of novel C-terminal TDP-43 fragments in ALS-TDP.,"Brain pathology (Zurich, Switzerland)",10.1111/bpa.12923,33300249,MED
BK0064,2021,Drosophila Sex Peptide controls the assembly of lipid microcarriers in seminal fluid.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2019622118,33495334,MED
BK0065,2021,Dual role of ER stress in response to metabolic co-targeting and radiosensitivity in head and neck cancer cells.,Cellular and molecular life sciences : CMLS,10.1007/s00018-020-03704-7,33230565,MED
BK0066,2021,Immunodominance complexity: lessons yet to be learned from dominant T cell responses to SARS-COV-2.,Current opinion in virology,10.1016/j.coviro.2021.08.009,34534732,MED
BK0067,2021,Inflammasome activation controlled by the interplay between post-translational modifications: emerging drug target opportunities.,Cell communication and signaling : CCS,10.1186/s12964-020-00688-6,33627128,MED
BK0068,2021,Network Analysis of the CSF Proteome Characterizes Convergent Pathways of Cellular Dysfunction in ALS.,Frontiers in neuroscience,10.3389/fnins.2021.642324,33815045,MED
BK0069,2021,p97/VCP inhibition causes excessive MRE11-dependent DNA end resection promoting cell killing after ionizing radiation.,Cell reports,10.1016/j.celrep.2021.109153,34038735,MED
BK0070,2021,"Proteomic analysis of machine perfusion solution from brain dead donor kidneys reveals that elevated complement, cytoskeleton and lipid metabolism proteins are associated with 1-year outcome.",Transplant international : official journal of the European Society for Organ Transplantation,10.1111/tri.13984,34448265,MED
BK0071,2021,The Bloom syndrome complex senses RPA-coated single-stranded DNA to restart stalled replication forks.,Nature communications,10.1038/s41467-020-20818-5,33500419,MED
BK0072,2021,"The chaperonin CCT8 controls proteostasis essential for T cell maturation, selection, and function.",Communications biology,10.1038/s42003-021-02203-0,34083746,MED
BK0073,2021,The deubiquitinase TRABID stabilizes the K29/K48-specific E3 ubiquitin ligase HECTD1.,The Journal of biological chemistry,10.1074/jbc.ra120.015162,33853758,MED
BK0074,2021,The deubiquitylase USP9X controls ribosomal stalling.,The Journal of cell biology,10.1083/jcb.202004211,33507233,MED
BK0075,2021,Urine recirculation prolongs normothermic kidney perfusion via more optimal metabolic homeostasis-a proteomics study.,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,10.1111/ajt.16334,33021021,MED
BK0076,2021,USP28 deletion and small-molecule inhibition destabilizes c-MYC and elicits regression of squamous cell lung carcinoma.,eLife,10.7554/elife.71596,34636321,MED
BK0077,2020,A Functional Genomic Screen Identifies the Deubiquitinase USP11 as a Novel Transcriptional Regulator of ERα in Breast Cancer.,Cancer research,10.1158/0008-5472.can-20-0214,33004351,MED
BK0078,2020,Amine oxidase 3 is a novel pro-inflammatory marker of oxidative stress in peritoneal endometriosis lesions.,Scientific reports,10.1038/s41598-020-58362-3,32001775,MED
BK0079,2020,An ALS-linked mutation in TDP-43 disrupts normal protein interactions in the motor neuron response to oxidative stress.,Neurobiology of disease,10.1016/j.nbd.2020.105050,32800996,MED
BK0080,2020,Broad and strong memory CD4<sup>+</sup> and CD8<sup>+</sup> T cells induced by SARS-CoV-2 in UK convalescent individuals following COVID-19.,Nature immunology,10.1038/s41590-020-0782-6,32887977,MED
BK0081,2020,Characterization of exosomes in peritoneal fluid of endometriosis patients.,Fertility and sterility,10.1016/j.fertnstert.2019.09.032,32106990,MED
BK0082,2020,CSF extracellular vesicle proteomics demonstrates altered protein homeostasis in amyotrophic lateral sclerosis.,Clinical proteomics,10.1186/s12014-020-09294-7,32821252,MED
BK0083,2020,Cytoskeletal disorganization underlies PABPN1-mediated myogenic disability.,Scientific reports,10.1038/s41598-020-74676-8,33077830,MED
BK0084,2020,Distinct contributions of DNA methylation and histone acetylation to the genomic occupancy of transcription factors.,Genome research,10.1101/gr.257576.119,32963030,MED
BK0085,2020,Interaction mapping of endoplasmic reticulum ubiquitin ligases identifies modulators of innate immune signalling.,eLife,10.7554/elife.57306,32614325,MED
BK0086,2020,"Male reproductive aging arises via multifaceted mating-dependent sperm and seminal proteome declines, but is postponable in <i>Drosophila</i>.",Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2009053117,32611817,MED
BK0087,2020,"Re-Evaluating the Mechanism of Action of α,β-Unsaturated Carbonyl DUB Inhibitors b-AP15 and VLX1570: A Paradigmatic Example of Unspecific Protein Cross-linking with Michael Acceptor Motif-Containing Drugs.",Journal of medicinal chemistry,10.1021/acs.jmedchem.0c00144,32109059,MED
BK0088,2020,Subclinical effects of remote ischaemic conditioning in human kidney transplants revealed by quantitative proteomics.,Clinical proteomics,10.1186/s12014-020-09301-x,33292164,MED
BK0089,2020,Supramolecular attack particles are autonomous killing entities released from cytotoxic T cells.,"Science (New York, N.Y.)",10.1126/science.aay9207,32381591,MED
BK0090,2020,TEX264 coordinates p97- and SPRTN-mediated resolution of topoisomerase 1-DNA adducts.,Nature communications,10.1038/s41467-020-15000-w,32152270,MED
BK0091,2020,Ubiquitomics: An Overview and Future.,Biomolecules,10.3390/biom10101453,33080838,MED
BK0092,2020,USP30 sets a trigger threshold for PINK1-PARKIN amplification of mitochondrial ubiquitylation.,Life science alliance,10.26508/lsa.202000768,32636217,MED
BK0093,2020,Value of lipocalin 2 as a potential biomarker for bacterial meningitis.,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,10.1016/j.cmi.2020.07.006,32659386,MED
BK0094,2019,A Novel Role for Triglyceride Metabolism in Foxp3 Expression.,Frontiers in immunology,10.3389/fimmu.2019.01860,31456800,MED
BK0095,2019,Adaptation to HIF1α Deletion in Hypoxic Cancer Cells by Upregulation of GLUT14 and Creatine Metabolism.,Molecular cancer research : MCR,10.1158/1541-7786.mcr-18-0315,30885992,MED
BK0096,2019,"An Activity-Based Probe Targeting Non-Catalytic, Highly Conserved Amino Acid Residues within Bromodomains.",Angewandte Chemie (International ed. in English),10.1002/anie.201807825,30589164,MED
BK0097,2019,Ataxin-3 Links NOD2 and TLR2 Mediated Innate Immune Sensing and Metabolism in Myeloid Cells.,Frontiers in immunology,10.3389/fimmu.2019.01495,31379806,MED
BK0098,2019,BMP signaling inhibition in <i>Drosophila</i> secondary cells remodels the seminal proteome and self and rival ejaculate functions.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1914491116,31740617,MED
BK0099,2019,Capturing the dynamics of genome replication on individual ultra-long nanopore sequence reads.,Nature methods,10.1038/s41592-019-0394-y,31011185,MED
BK0100,2019,Cathepsin L Regulates Metabolic Networks Controlling Rapid Cell Growth and Proliferation.,Molecular & cellular proteomics : MCP,10.1074/mcp.ra119.001392,31010818,MED
BK0101,2019,Colonic epithelial cell diversity in health and inflammatory bowel disease.,Nature,10.1038/s41586-019-0992-y,30814735,MED
BK0102,2019,Composition and structure of synaptic ectosomes exporting antigen receptor linked to functional CD40 ligand from helper T cells.,eLife,10.7554/elife.47528,31469364,MED
BK0103,2019,Comprehensive Landscape of Active Deubiquitinating Enzymes Profiled by Advanced Chemoproteomics.,Frontiers in chemistry,10.3389/fchem.2019.00592,31555637,MED
BK0104,2019,Deacetylation Inhibition Reverses PABPN1-Dependent Muscle Wasting.,iScience,10.1016/j.isci.2019.01.024,30739015,MED
BK0105,2019,"Design, Synthesis and Characterization of Covalent KDM5 Inhibitors.",Angewandte Chemie (International ed. in English),10.1002/anie.201810179,30431220,MED
BK0106,2019,Divergent allocation of sperm and the seminal proteome along a competition gradient in Drosophila melanogaster .,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1906149116,31431535,MED
BK0107,2019,E2F1 proteolysis via SCF-cyclin F underlies synthetic lethality between cyclin F loss and Chk1 inhibition.,The EMBO journal,10.15252/embj.2018101443,31424118,MED
BK0108,2019,Human Platelet Protein Ubiquitylation and Changes following GPVI Activation.,Thrombosis and haemostasis,10.1055/s-0038-1676344,30597505,MED
BK0109,2019,Improved profiling of polyamines using two-dimensional gas chromatography mass spectrometry.,Talanta,10.1016/j.talanta.2019.02.062,30952244,MED
BK0110,2019,MDC1 Interacts with TOPBP1 to Maintain Chromosomal Stability during Mitosis.,Molecular cell,10.1016/j.molcel.2019.02.014,30898438,MED
BK0111,2019,Molecular insights into an ancient form of Paget's disease of bone.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1820556116,31036632,MED
BK0112,2019,Nitric Oxide Modulates Metabolic Remodeling in Inflammatory Macrophages through TCA Cycle Regulation and Itaconate Accumulation.,Cell reports,10.1016/j.celrep.2019.06.018,31269442,MED
BK0113,2019,Proteomics analysis of the matrisome from MC38 experimental mouse liver metastases.,American journal of physiology. Gastrointestinal and liver physiology,10.1152/ajpgi.00014.2019,31545917,MED
BK0114,2019,Quantitative Proteomics Identification of Seminal Fluid Proteins in Male <i>Drosophila melanogaster</i>.,Molecular & cellular proteomics : MCP,10.1074/mcp.ra118.000831,30287546,MED
BK0115,2019,Regulation of the endosomal SNX27-retromer by OTULIN.,Nature communications,10.1038/s41467-019-12309-z,31541095,MED
BK0116,2019,Subclinical Changes in Deceased Donor Kidney Proteomes Are Associated With 12-month Allograft Function Posttransplantation-A Preliminary Study.,Transplantation,10.1097/tp.0000000000002358,30157158,MED
BK0117,2019,The ER membrane protein complex promotes biogenesis of sterol-related enzymes maintaining cholesterol homeostasis.,Journal of cell science,10.1242/jcs.223453,30578317,MED
BK0118,2019,USP32 regulates late endosomal transport and recycling through deubiquitylation of Rab7.,Nature communications,10.1038/s41467-019-09437-x,30926795,MED
BK0119,2018,53BP1 cooperation with the REV7-shieldin complex underpins DNA structure-specific NHEJ.,Nature,10.1038/s41586-018-0362-1,30046110,MED
BK0120,2018,A robust mass spectrometry method for rapid profiling of erythrocyte ghost membrane proteomes.,Clinical proteomics,10.1186/s12014-018-9190-4,29588628,MED
BK0121,2018,A variant NuRD complex containing PWWP2A/B excludes MBD2/3 to regulate transcription at active genes.,Nature communications,10.1038/s41467-018-06235-9,30228260,MED
BK0122,2018,Cerebrospinal fluid macrophage biomarkers in amyotrophic lateral sclerosis.,Annals of neurology,10.1002/ana.25143,29331073,MED
BK0123,2018,Colorectal cancer liver metastatic growth depends on PAD4-driven citrullination of the extracellular matrix.,Nature communications,10.1038/s41467-018-07306-7,30429478,MED
BK0124,2018,Development and validation of response markers to predict survival and pleurodesis success in patients with malignant pleural effusion (PROMISE): a multicohort analysis.,The Lancet. Oncology,10.1016/s1470-2045(18)30294-8,29908990,MED
BK0125,2018,Discrimination Between Human Leukocyte Antigen Class I-Bound and Co-Purified HIV-Derived Peptides in Immunopeptidomics Workflows.,Frontiers in immunology,10.3389/fimmu.2018.00912,29780384,MED
BK0126,2018,FBXL13 directs the proteolysis of CEP192 to regulate centrosome homeostasis and cell migration.,EMBO reports,10.15252/embr.201744799,29348145,MED
BK0127,2018,FBXL19 recruits CDK-Mediator to CpG islands of developmental genes priming them for activation during lineage commitment.,eLife,10.7554/elife.37084,29809150,MED
BK0128,2018,Glutamate receptor δ2 serum antibodies in pediatric opsoclonus myoclonus ataxia syndrome.,Neurology,10.1212/wnl.0000000000006035,30045961,MED
BK0129,2018,Growth hormone receptor-deficient pigs resemble the pathophysiology of human Laron syndrome and reveal altered activation of signaling cascades in the liver.,Molecular metabolism,10.1016/j.molmet.2018.03.006,29678421,MED
BK0130,2018,Identification of UHRF2 as a novel DNA interstrand crosslink sensor protein.,PLoS genetics,10.1371/journal.pgen.1007643,30335751,MED
BK0131,2018,"Immune Control of <i>Burkholderia pseudomallei</i>--Common, High-Frequency T-Cell Responses to a Broad Repertoire of Immunoprevalent Epitopes.",Frontiers in immunology,10.3389/fimmu.2018.00484,29616023,MED
BK0132,2018,Immunopeptidomic Profiling of HLA-A2-Positive Triple Negative Breast Cancer Identifies Potential Immunotherapy Target Antigens.,Proteomics,10.1002/pmic.201700465,29786170,MED
BK0133,2018,Itaconate is an anti-inflammatory metabolite that activates Nrf2 via alkylation of KEAP1.,Nature,10.1038/nature25986,29590092,MED
BK0134,2018,Mapping protein interactions of sodium channel Na<sub>V</sub>1.7 using epitope-tagged gene-targeted mice.,The EMBO journal,10.15252/embj.201796692,29335280,MED
BK0135,2018,Modeling lethal X-linked genetic disorders in pigs with ensured fertility.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1715940115,29311328,MED
BK0136,2018,Proteo-metabolomics reveals compensation between ischemic and non-injured contralateral kidneys after reperfusion.,Scientific reports,10.1038/s41598-018-26804-8,29867102,MED
BK0137,2018,Proteomic profiling of the brain of mice with experimental cerebral malaria.,Journal of proteomics,10.1016/j.jprot.2017.06.002,28602553,MED
BK0138,2018,Proteomic profiling of the plasma of Gambian children with cerebral malaria.,Malaria journal,10.1186/s12936-018-2487-y,30249265,MED
BK0139,2018,Statistical Learning and Spelling: Older Prephonological Spellers Produce More Wordlike Spellings Than Younger Prephonological Spellers.,Child development,10.1111/cdev.12893,28686300,MED
BK0140,2018,Strong xenoprotective function by single-copy transgenes placed sequentially at a permissive locus.,Xenotransplantation,10.1111/xen.12382,29359453,MED
BK0141,2018,Tetrahydrobiopterin modulates ubiquitin conjugation to UBC13/UBE2N and proteasome activity by S-nitrosation.,Scientific reports,10.1038/s41598-018-32481-4,30254268,MED
BK0142,2018,The deubiquitylating enzyme UCHL3 regulates Ku80 retention at sites of DNA damage.,Scientific reports,10.1038/s41598-018-36235-0,30559450,MED
BK0143,2018,The Jumonji-C oxygenase JMJD7 catalyzes (3S)-lysyl hydroxylation of TRAFAC GTPases.,Nature chemical biology,10.1038/s41589-018-0071-y,29915238,MED
BK0144,2018,The N-terminal domain of a tick evasin is critical for chemokine binding and neutralization and confers specific binding activity to other evasins.,The Journal of biological chemistry,10.1074/jbc.ra117.000487,29487134,MED
BK0145,2018,UFLC-Derived CSF Extracellular Vesicle Origin and Proteome.,Proteomics,10.1002/pmic.201800257,30411858,MED
BK0146,2018,β-TrCP- and Casein Kinase II-Mediated Degradation of Cyclin F Controls Timely Mitotic Progression.,Cell reports,10.1016/j.celrep.2018.08.076,30257202,MED
BK0147,2017,A Linear Diubiquitin-Based Probe for Efficient and Selective Detection of the Deubiquitinating Enzyme OTULIN.,Cell chemical biology,10.1016/j.chembiol.2017.08.006,28919039,MED
BK0148,2017,A novel role for endothelial tetrahydrobiopterin in mitochondrial redox balance.,Free radical biology & medicine,10.1016/j.freeradbiomed.2017.01.012,28104455,MED
BK0149,2017,"A novel workflow combining plaque imaging, plaque and plasma proteomics identifies biomarkers of human coronary atherosclerotic plaque disruption.",Clinical proteomics,10.1186/s12014-017-9157-x,28642677,MED
BK0150,2017,A quantitative label-free analysis of the extracellular proteome of human supraspinatus tendon reveals damage to the pericellular and elastic fibre niches in torn and aged tissue.,PloS one,10.1371/journal.pone.0177656,28542244,MED
BK0151,2017,Association of Distinct Fine Specificities of Anti-Citrullinated Peptide Antibodies With Elevated Immune Responses to Prevotella intermedia in a Subgroup of Patients With Rheumatoid Arthritis and Periodontitis.,"Arthritis & rheumatology (Hoboken, N.J.)",10.1002/art.40227,29084415,MED
BK0152,2017,Biochemical and Mass Spectrometry-Based Approaches to Profile SUMOylation in Human Cells.,"Methods in molecular biology (Clifton, N.J.)",10.1007/978-1-4939-6439-0_10,27778286,MED
BK0153,2017,CBP/p300 Bromodomains Regulate Amyloid-like Protein Aggregation upon Aberrant Lysine Acetylation.,Cell chemical biology,10.1016/j.chembiol.2016.11.009,27989401,MED
BK0154,2017,Debridement and implant retention in the management of hip periprosthetic joint infection: outcomes following guided and rapid treatment at a single centre.,The bone & joint journal,10.1302/0301-620x.99b3.bjj-2016-0609.r1,28249972,MED
BK0155,2017,Development of a T-cell Receptor Mimic Antibody against Wild-Type p53 for Cancer Immunotherapy.,Cancer research,10.1158/0008-5472.can-16-3247,28363997,MED
BK0156,2017,Discovery of a Highly Selective Cell-Active Inhibitor of the Histone Lysine Demethylases KDM2/7.,Angewandte Chemie (International ed. in English),10.1002/anie.201706788,28976073,MED
BK0157,2017,Discovery of a Selective Allosteric Inhibitor Targeting Macrodomain 2 of Polyadenosine-Diphosphate-Ribose Polymerase 14.,ACS chemical biology,10.1021/acschembio.7b00445,28991428,MED
BK0158,2017,E3 Ligase cIAP2 Mediates Downregulation of MRE11 and Radiosensitization in Response to HDAC Inhibition in Bladder Cancer.,Cancer research,10.1158/0008-5472.can-16-3232,28363998,MED
BK0159,2017,Expanding Proteome Coverage with CHarge Ordered Parallel Ion aNalysis (CHOPIN) Combined with Broad Specificity Proteolysis.,Journal of proteome research,10.1021/acs.jproteome.6b00915,28164708,MED
BK0160,2017,Fumarate Hydratase Deletion in Pancreatic β Cells Leads to Progressive Diabetes.,Cell reports,10.1016/j.celrep.2017.08.093,28954230,MED
BK0161,2017,Hand Compartment Syndrome Due to N -acetylcysteine Extravasation.,Clinical practice and cases in emergency medicine,10.5811/cpcem.2017.9.35152,29849372,MED
BK0162,2017,Linker Histone H1.2 Directs Genome-wide Chromatin Association of the Retinoblastoma Tumor Suppressor Protein and Facilitates Its Function.,Cell reports,10.1016/j.celrep.2017.05.053,28614707,MED
BK0163,2017,Mechanisms by which Porphyromonas gingivalis evades innate immunity.,PloS one,10.1371/journal.pone.0182164,28771533,MED
BK0164,2017,miR-193a-3p interaction with HMGB1 downregulates human endothelial cell proliferation and migration.,Scientific reports,10.1038/srep44137,28276476,MED
